ID,TL,Depth,mean Rug,ID.chapter,Site,Life stage,Species,ID.chapter,total,Pavement,Coarse rubble,Fine rubble,Sand,Algae,Soft Coral,Coarse Branching,Fine Branching,Mounding Coral,"Other (clam, sponges, holes)"
290,3.9,3.4,2.413333333,171,3,juvenile,moluccensis,171,1,0,0,1,0,0,0,0,0,0,0
291,3.5,2,2.246666667,172,3,juvenile,moluccensis,172,1,0,0,0,0,0,0,0,1,0,0
292,3.3,1.2,1.626666667,173,3,juvenile,chrysurus,173,1,1,0,0,0,0,0,0,0,0,0
293,2.4,1.7,1.746666667,174,3,juvenile,chrysurus,174,1,1,0,0,0,0,0,0,0,0,0
294,2.6,1.8,1.713333333,175,3,juvenile,amboinensis,175,1,0,0,0,0,0,0,0,1,0,0
295,3.5,1.5,1.666666667,176,3,juvenile,chrysurus,176,1,1,0,0,0,0,0,0,0,0,0
296,2.4,3.6,1.933333333,177,3,juvenile,amboinensis,177,1,0,0,0,0,0,1,0,0,0,0
297,2.7,3.2,1.453333333,178,2,juvenile,amboinensis,178,1,1,0,0,0,0,0,0,0,0,0
298,3.5,3,1.693333333,179,2,juvenile,amboinensis,179,1,1,0,0,0,0,0,0,0,0,0
299,3.5,1.8,2.526666667,180,2,juvenile,moluccensis,180,1,0,1,0,0,0,0,0,0,0,0
300,3.4,2,1.52,181,2,juvenile,chrysurus,181,1,1,0,0,0,0,0,0,0,0,0
301,3,1.6,1.666666667,182,2,juvenile,chrysurus,182,1,0,0,1,0,0,0,0,0,0,0
302,3.5,1.9,1.726666667,183,2,juvenile,chrysurus,183,1,0,0,0,0,0,1,0,0,0,0
303,2.8,2,1.706666667,184,2,juvenile,moluccensis,184,1,0,0,0,0,0,0,0,1,0,0
304,3.1,2.3,1.96,185,2,juvenile,moluccensis,185,1,0,0,0,0,0,0,0,1,0,0
305,2.6,3.3,1.933333333,186,2,juvenile,amboinensis,186,1,0,0,0,0,0,0,0,1,0,0
306,8,3.8,1.595,1,3,adult,moluccensis,1,1,0,0,0,1,0,0,0,0,0,0
307,9,3.8,1.6,2,3,adult,amboinensis,2,1,0,1,0,0,0,0,0,0,0,0
308,7,2.2,1.93,3,3,adult,moluccensis,3,1,0,0,0,0,0,0,1,0,0,0
309,7,1.4,1.235,4,3,adult,chrysurus,4,1,1,0,0,0,0,0,0,0,0,0
310,7,1.8,1.455,5,3,adult,chrysurus,5,1,1,0,0,0,0,0,0,0,0,0
311,8,3.8,1.4,6,3,adult,amboinensis,6,1,0,0,0,0,0,0,0,1,0,0
312,8,3.1,1.25,7,2,adult,amboinensis,7,1,0,0,0,1,0,0,0,0,0,0
313,6,1.7,1.8,8,2,adult,moluccensis,8,1,0,0,0,0,0,1,0,0,0,0
314,6,1.9,2.015,9,2,adult,moluccensis,9,1,1,0,0,0,0,0,0,0,0,0
315,8,2.7,1.455,10,2,adult,amboinensis,10,1,0,1,0,0,0,0,0,0,0,0
316,8,1.6,1.45,11,2,adult,chrysurus,11,1,1,0,0,0,0,0,0,0,0,0
317,8,1.7,1.38,12,2,adult,amboinensis,12,1,0,0,0,1,0,0,0,0,0,0
318,7,1.4,1.805,13,2,adult,chrysurus,13,1,1,0,0,0,0,0,0,0,0,0
319,6,1.4,1.5,14,2,adult,chrysurus,14,1,0,0,0,0,1,0,0,0,0,0
320,5,1.5,1.71,15,2,adult,moluccensis,15,1,0,0,0,0,0,1,0,0,0,0
321,7,1.6,2.295,16,2,adult,chrysurus,16,1,1,0,0,0,0,0,0,0,0,0
322,6,1.6,2.16,17,2,adult,moluccensis,17,1,0,0,0,0,0,0,0,0,1,0
323,7,3,1.19,18,2,adult,amboinensis,18,1,0,0,0,1,0,0,0,0,0,0
324,6,3.5,2.335,19,3,adult,moluccensis,19,1,0,1,0,0,0,0,0,0,0,0
325,7,3.4,1.625,20,3,adult,moluccensis,20,1,1,0,0,0,0,0,0,0,0,0
326,8,3.6,1.33,21,3,adult,moluccensis,21,1,0,1,0,0,0,0,0,0,0,0
327,9,3.5,1.58,22,3,adult,amboinensis,22,1,0,0,0,0,0,0,0,1,0,0
328,7,3.7,1.225,23,3,adult,amboinensis,23,1,1,0,0,0,0,0,0,0,0,0
329,6,1.6,1.47,24,3,adult,chrysurus,24,1,1,0,0,0,0,0,0,0,0,0
330,7,1.6,1.555,25,3,adult,chrysurus,25,1,1,0,0,0,0,0,0,0,0,0
331,7,1.8,1.355,26,3,adult,chrysurus,26,1,1,0,0,0,0,0,0,0,0,0
332,7,1.8,2.575,27,3,adult,moluccensis,27,1,0,0,0,0,0,0,0,0,1,0
333,7,2.1,1.565,28,3,adult,amboinensis,28,1,0,0,0,0,0,1,0,0,0,0
334,7,1.9,1.335,29,3,adult,chrysurus,29,1,1,0,0,0,0,0,0,0,0,0
335,7,1.4,1.69,30,2,adult,chrysurus,30,1,1,0,0,0,0,0,0,0,0,0
336,7,1.3,2.33,31,2,adult,chrysurus,31,1,1,0,0,0,0,0,0,0,0,0
337,7,1.5,2.03,32,2,adult,amboinensis,32,1,0,0,0,0,0,0,0,0,1,0
338,6,1.4,1.17,33,2,adult,amboinensis,33,1,0,0,0,0,0,0,0,0,1,0
339,6,1.7,2.105,34,2,adult,moluccensis,34,1,1,0,0,0,0,0,0,0,0,0
340,7,1.9,1.335,35,2,adult,amboinensis,35,1,0,0,0,0,0,0,0,0,1,0
341,6,2.1,2.515,36,2,adult,moluccensis,36,1,0,0,0,0,0,0,0,0,1,0
342,7,1.3,1.475,37,2,adult,chrysurus,37,1,0,0,0,0,0,1,0,0,0,0
343,6,1.1,1.325,38,2,adult,moluccensis,38,1,1,0,0,0,0,0,0,0,0,0
344,7,1.2,1.615,39,2,adult,amboinensis,39,1,0,0,0,0,0,0,0,1,0,0
345,7,1.6,1.35,40,2,adult,chrysurus,40,1,0,0,0,0,0,1,0,0,0,0
346,6,1.5,2.04,41,2,adult,moluccensis,41,1,0,1,0,0,0,0,0,0,0,0
347,7,2.8,1.685,42,3,adult,moluccensis,42,1,0,0,0,0,0,0,0,0,1,0
348,6,2.4,2.105,43,3,adult,moluccensis,43,1,0,0,0,0,0,1,0,0,0,0
349,6,3.4,1.49,44,3,adult,amboinensis,44,1,0,1,0,0,0,0,0,0,0,0
350,7,3,1.505,45,3,adult,moluccensis,45,1,1,0,0,0,0,0,0,0,0,0
351,8,2.4,1.21,46,3,adult,amboinensis,46,1,0,0,0,1,0,0,0,0,0,0
352,7,1.4,1.485,47,3,adult,chrysurus,47,1,0,1,0,0,0,0,0,0,0,0
353,7,1.3,1.65,48,3,adult,chrysurus,48,1,1,0,0,0,0,0,0,0,0,0
354,7,1.3,1.275,49,3,adult,chrysurus,49,1,0,1,0,0,0,0,0,0,0,0
355,7,1.3,1.2,50,3,adult,chrysurus,50,1,0,0,1,0,0,0,0,0,0,0
356,8,1.4,1.835,51,3,adult,amboinensis,51,1,0,0,0,0,0,1,0,0,0,0
357,7,1.5,1.255,52,3,adult,amboinensis,52,1,0,0,0,0,0,0,0,1,0,0
358,6,1.5,2.225,53,3,adult,moluccensis,53,1,0,0,0,0,0,1,0,0,0,0
359,7,2.7,1.585,54,2,adult,amboinensis,54,1,0,0,0,0,0,1,0,0,0,0
360,6,2.9,1.575,55,2,adult,chrysurus,55,1,0,1,0,0,0,0,0,0,0,0
361,6,2.6,1.5,56,2,adult,moluccensis,56,1,0,0,0,0,0,1,0,0,0,0
362,7,2.3,1.95,57,2,adult,moluccensis,57,1,0,0,0,0,0,0,0,1,0,0
363,7,2.8,1.455,58,2,adult,amboinensis,58,1,0,0,0,1,0,0,0,0,0,0
364,6,2.4,1.425,59,2,adult,chrysurus,59,1,0,1,0,0,0,0,0,0,0,0
365,8,2.1,3.215,60,2,adult,moluccensis,60,1,1,0,0,0,0,0,0,0,0,0
366,8,1.5,2.45,61,2,adult,moluccensis,61,1,1,0,0,0,0,0,0,0,0,0
367,8,1.7,1.47,62,2,adult,chrysurus,62,1,1,0,0,0,0,0,0,0,0,0
368,8,2.7,1.185,63,2,adult,amboinensis,63,1,0,0,0,1,0,0,0,0,0,0
369,8,2,1.435,64,2,adult,chrysurus,64,1,0,1,0,0,0,0,0,0,0,0
370,7,3,1.28,65,2,adult,amboinensis,65,1,0,1,0,0,0,0,0,0,0,0
371,6,2.9,1.31,66,2,adult,amboinensis,66,1,0,1,0,0,0,0,0,0,0,0
372,7,1.9,2.2,67,3,adult,moluccensis,67,1,0,0,0,0,0,0,0,0,1,0
373,8,2.4,2.085,68,3,adult,moluccensis,68,1,0,0,0,0,0,0,0,0,1,0
374,6,1.5,1.965,69,3,adult,moluccensis,69,1,0,0,0,0,0,1,0,0,0,0
375,7,2.3,1.535,70,3,adult,chrysurus,70,1,0,0,0,0,0,0,0,1,0,0
376,7,1.6,1.765,71,3,adult,amboinensis,71,1,0,0,0,0,0,1,0,0,0,0
377,7,1.4,1.13,72,3,adult,chrysurus,72,1,1,0,0,0,0,0,0,0,0,0
378,7,1.4,1.275,73,3,adult,chrysurus,73,1,1,0,0,0,0,0,0,0,0,0
379,8,1.5,1.395,74,3,adult,amboinensis,74,1,1,0,0,0,0,0,0,0,0,0
380,7,1.5,1.19,75,3,adult,amboinensis,75,1,0,0,0,0,0,1,0,0,0,0
381,8,1.4,1.265,76,3,adult,chrysurus,76,1,1,0,0,0,0,0,0,0,0,0
382,6,1.3,1.515,77,3,adult,moluccensis,77,1,0,0,0,0,0,1,0,0,0,0
383,8,1.5,1.245,78,3,adult,amboinensis,78,1,0,0,0,1,0,0,0,0,0,0
384,7,2.7,1.215,79,2,adult,amboinensis,79,1,1,0,0,0,0,0,0,0,0,0
385,7,2.9,1.355,80,2,adult,amboinensis,80,1,0,0,0,0,0,0,0,1,0,0
386,7,2.5,1.485,81,2,adult,moluccensis,81,1,0,0,0,0,0,0,0,0,1,0
387,6,2.6,1.835,82,2,adult,moluccensis,82,1,0,1,0,0,0,0,0,0,0,0
388,5,2.2,1.945,83,2,adult,moluccensis,83,1,0,0,0,0,0,0,0,1,0,0
389,8,2.4,1.7,84,2,adult,amboinensis,84,1,0,0,0,0,0,1,0,0,0,0
390,7,2.5,1.69,85,2,adult,amboinensis,85,1,0,1,0,0,0,0,0,0,0,0
391,6,2.4,1.825,86,2,adult,moluccensis,86,1,0,0,0,0,0,1,0,0,0,0
392,7,1.4,1.46,87,2,adult,chrysurus,87,1,0,1,0,0,0,0,0,0,0,0
393,7,1.6,1.505,88,2,adult,chrysurus,88,1,1,0,0,0,0,0,0,0,0,0
394,7,1.6,1.4,89,2,adult,chrysurus,89,1,0,0,1,0,0,0,0,0,0,0
395,7,1.3,1.325,90,2,adult,chrysurus,90,1,1,0,0,0,0,0,0,0,0,0
396,NA,1.2,1.967,338,3,control,control,338,1,0,0,0,0,0,1,0,0,0,0
397,NA,1.7,1.267,339,3,control,control,339,1,0,1,0,0,0,0,0,0,0,0
398,NA,1.6,1.36,340,3,control,control,340,1,1,0,0,0,0,0,0,0,0,0
399,NA,1.5,1.54,341,2,control,control,341,1,0,0,0,0,0,0,0,0,1,0
400,NA,1.2,1.473,342,2,control,control,342,1,1,0,0,0,0,0,0,0,0,0
401,NA,1.6,1.653,343,2,control,control,343,1,0,0,0,1,0,0,0,0,0,0
402,NA,1.1,1.64,344,2,control,control,344,1,1,0,0,0,0,0,0,0,0,0
403,NA,1.8,1.52,345,2,control,control,345,1,1,0,0,0,0,0,0,0,0,0
404,NA,1.5,1.66,346,2,control,control,346,1,0,0,0,0,0,0,0,0,1,0
405,NA,1.4,1.547,347,2,control,control,347,1,0,1,0,0,0,0,0,0,0,0
406,NA,1.1,1.467,348,2,control,control,348,1,0,0,0,0,0,1,0,0,0,0
407,NA,1.1,1.6,349,2,control,control,349,1,0,0,0,0,0,1,0,0,0,0
408,NA,1.4,1.86,350,3,control,control,350,1,0,0,0,0,0,0,0,1,0,0
409,NA,2.3,1.573,351,3,control,control,351,1,1,0,0,0,0,0,0,0,0,0
410,NA,2.5,1.6,352,3,control,control,352,1,0,0,0,0,0,0,0,1,0,0
411,NA,2.4,1.52,353,3,control,control,353,1,1,0,0,0,0,0,0,0,0,0
412,NA,1.6,1.62,354,3,control,control,354,1,0,0,1,0,0,0,0,0,0,0
413,NA,1.5,1.427,355,3,control,control,355,1,1,0,0,0,0,0,0,0,0,0
414,NA,1.3,1.56,356,3,control,control,356,1,1,0,0,0,0,0,0,0,0,0
415,NA,1.1,1.387,357,3,control,control,357,1,0,0,0,0,0,1,0,0,0,0
416,NA,1.3,1.567,358,3,control,control,358,1,1,0,0,0,0,0,0,0,0,0
417,NA,1.2,1.553,359,3,control,control,359,1,0,0,1,0,0,0,0,0,0,0
418,NA,2,1.533,360,2,control,control,360,1,0,1,0,0,0,0,0,0,0,0
419,NA,1.9,1.967,361,2,control,control,361,1,0,0,0,0,0,0,0,1,0,0
420,NA,1.6,1.567,362,2,control,control,362,1,0,0,0,0,0,1,0,0,0,0
421,NA,1.5,1.673,363,2,control,control,363,1,0,0,0,0,0,0,0,0,1,0
422,NA,1.8,1.62,364,2,control,control,364,1,0,0,0,1,0,0,0,0,0,0
423,NA,1.6,1.94,365,2,control,control,365,1,1,0,0,0,0,0,0,0,0,0
424,NA,1.1,2,366,2,control,control,366,1,0,0,0,0,0,1,0,0,0,0
425,NA,2.1,1.46,367,2,control,control,367,1,0,0,0,0,0,1,0,0,0,0
426,NA,2.4,1.493,368,2,control,control,368,1,0,1,0,0,0,0,0,0,0,0
427,NA,1.6,2.053,369,2,control,control,369,1,0,1,0,0,0,0,0,0,0,0
428,NA,1.5,1.507,370,2,control,control,370,1,0,0,0,0,0,1,0,0,0,0
429,NA,2.4,1.72,371,2,control,control,371,1,0,0,0,1,0,0,0,0,0,0
430,NA,2.3,1.54,372,2,control,control,372,1,0,0,0,0,0,1,0,0,0,0
431,NA,2.4,1.4,373,2,control,control,373,1,0,0,0,1,0,0,0,0,0,0
432,NA,2.1,1.88,374,2,control,control,374,1,1,0,0,0,0,0,0,0,0,0
433,NA,2.3,1.907,375,2,control,control,375,1,0,0,0,0,0,1,0,0,0,0
434,NA,2.4,1.307,376,2,control,control,376,1,0,1,0,0,0,0,0,0,0,0
435,NA,2.4,1.373,377,2,control,control,377,1,0,1,0,0,0,0,0,0,0,0
436,NA,2.3,2.033,378,2,control,control,378,1,1,0,0,0,0,0,0,0,0,0
437,NA,1.4,2.08,379,3,control,control,379,1,0,0,0,0,0,0,1,0,0,0
438,NA,1.3,1.447,380,3,control,control,380,1,1,0,0,0,0,0,0,0,0,0
439,NA,1.4,1.533,381,3,control,control,381,1,0,0,0,1,0,0,0,0,0,0
440,NA,1.3,1.633,382,3,control,control,382,1,0,0,0,0,0,1,0,0,0,0
441,NA,2.8,2.367,383,3,control,control,383,1,0,0,0,0,0,1,0,0,0,0
442,NA,3.2,1.64,384,3,control,control,384,1,1,0,0,0,0,0,0,0,0,0
443,NA,2.7,2.053,385,3,control,control,385,1,1,0,0,0,0,0,0,0,0,0
444,NA,1.2,1.467,386,3,control,control,386,1,0,0,0,0,0,0,0,1,0,0
445,NA,2.6,1.967,387,3,control,control,387,1,1,0,0,0,0,0,0,0,0,0
446,NA,2.6,1.72,388,3,control,control,388,1,0,0,0,0,0,1,0,0,0,0
447,NA,2.2,2.393,389,3,control,control,389,1,1,0,0,0,0,0,0,0,0,0
448,NA,2.1,3.013,390,3,control,control,390,1,0,0,0,0,0,0,0,1,0,0
449,NA,2,1.807,391,3,control,control,391,1,0,0,1,0,0,0,0,0,0,0
450,NA,1.6,2.907,392,3,control,control,392,1,1,0,0,0,0,0,0,0,0,0
451,NA,1.9,1.393,393,3,control,control,393,1,0,0,1,0,0,0,0,0,0,0
452,NA,1.5,1.38,394,3,control,control,394,1,1,0,0,0,0,0,0,0,0,0
453,NA,1.6,1.667,395,3,control,control,395,1,1,0,0,0,0,0,0,0,0,0
454,NA,1.3,1.62,396,3,control,control,396,1,0,0,0,0,0,0,0,0,1,0
455,NA,1.5,2.347,397,3,control,control,397,1,1,0,0,0,0,0,0,0,0,0
456,NA,1.8,1.913,398,3,control,control,398,1,1,0,0,0,0,0,0,0,0,0
457,NA,1.9,2.113,399,3,control,control,399,1,0,0,0,0,1,0,0,0,0,0
458,NA,1.9,1.647,400,3,control,control,400,1,0,0,0,0,0,0,0,1,0,0
459,NA,3,1.86,401,2,control,control,401,1,1,0,0,0,0,0,0,0,0,0
460,NA,3.6,1.693,402,2,control,control,402,1,0,1,0,0,0,0,0,0,0,0
461,NA,3.3,2.527,403,2,control,control,403,1,0,0,0,0,0,1,0,0,0,0
462,NA,2.8,2.227,404,2,control,control,404,1,0,1,0,0,0,0,0,0,0,0
463,NA,2.5,1.62,405,2,control,control,405,1,1,0,0,0,0,0,0,0,0,0
464,NA,2.5,1.787,406,2,control,control,406,1,0,0,0,0,0,1,0,0,0,0
465,NA,2,1.6,407,2,control,control,407,1,1,0,0,0,0,0,0,0,0,0
